hpo_id,hpo_name,categories,ic,A_zebraseek_final_correct_count,A_zebraseek_final_correct_rate,B_initial_pcf_or_gm_correct_final_wrong_count,B_initial_pcf_or_gm_correct_final_wrong_rate,C_no_major_tool_correct_count,C_no_major_tool_correct_rate,max_rate_delta
HP:0000337,Broad forehead,Abnormality of head or neck,5.542631645954427,1,0.1,0,0.0,1,0.167,0.167
HP:0002553,Highly arched eyebrow,Abnormality of head or neck; Abnormality of the integument,5.542631645954427,0,0.0,0,0.0,1,0.167,0.167
HP:0020045,Esodeviation,Abnormality of the eye,5.517969591720158,0,0.0,0,0.0,1,0.167,0.167
HP:0100490,Camptodactyly of finger,Abnormality of the musculoskeletal system; Abnormality of limbs,5.5118693921837405,0,0.0,0,0.0,1,0.167,0.167
HP:0000405,Conductive hearing impairment,Abnormality of the ear,5.286870475032811,1,0.1,0,0.0,1,0.167,0.167
HP:0000107,Renal cyst,Abnormality of the genitourinary system,5.261061288683206,0,0.0,0,0.0,1,0.167,0.167
HP:0000126,Hydronephrosis,Abnormality of the genitourinary system,5.230687639639687,1,0.1,0,0.0,1,0.167,0.167
HP:0000952,Jaundice,Abnormality of the integument; Abnormality of the digestive system,5.1960414968327955,0,0.0,0,0.0,1,0.167,0.167
HP:0010946,Dilatation of the renal pelvis,Abnormality of the genitourinary system,5.176610966883894,0,0.0,0,0.0,1,0.167,0.167
HP:0000272,Malar flattening,Abnormality of head or neck; Abnormality of the musculoskeletal system,5.157438657609048,0,0.0,0,0.0,1,0.167,0.167
HP:0008936,Axial hypotonia,Abnormality of the musculoskeletal system,4.912772607258948,0,0.0,0,0.0,1,0.167,0.167
HP:0031936,Delayed ability to walk,Abnormality of the nervous system,4.865337264461196,3,0.3,1,0.333,1,0.167,0.167
HP:0000023,Inguinal hernia,Abnormality of the digestive system; Abnormality of the musculoskeletal system,4.796986296095807,0,0.0,0,0.0,1,0.167,0.167
HP:0000238,Hydrocephalus,Abnormality of the nervous system,4.615977795524479,1,0.1,0,0.0,1,0.167,0.167
HP:0002013,Vomiting,Abnormality of the digestive system,4.609449752526981,0,0.0,0,0.0,1,0.167,0.167
HP:0010864,Severe intellectual disability,Abnormality of the nervous system,4.602951115228239,0,0.0,0,0.0,1,0.167,0.167
HP:0001256,Mild intellectual disability,Abnormality of the nervous system,4.564562286023929,0,0.0,0,0.0,1,0.167,0.167
HP:0000692,Tooth malposition,Abnormality of head or neck,4.481749403807405,0,0.0,0,0.0,1,0.167,0.167
HP:0034353,Appendicular spasticity,Abnormality of the nervous system; Abnormality of the musculoskeletal system,4.302580558121472,0,0.0,0,0.0,1,0.167,0.167
HP:0002015,Dysphagia,Abnormality of the nervous system; Abnormality of the digestive system,4.049673459535568,0,0.0,0,0.0,1,0.167,0.167
HP:0001260,Dysarthria,Abnormality of the nervous system,4.019069689897415,0,0.0,0,0.0,1,0.167,0.167
